"Type","Name","Address","State","Phone_number","Notes","FIPS","dist","longitude","latitude"
"FQHC","Ag Worker Health & Services","35432 Mt Highway 35, Polson, MT 59860-8999","MT","(800) 813-4492","All Other Clinic Types",NA,0,-114.03769832,47.72524705
"FQHC","Challis Elementary SBHC","1000 E Bluff Ave, Challis, ID 83226","ID","(208) 879-2439","School",NA,0,-114.22924074,44.50713749
"FQHC","UNHS Mobile Medical Unit","State Rte-162, Montezuma Creek, UT 84534","UT","(435) 678-0601","All Other Clinic Types",NA,0,-109.33218799,37.273597
"FQHC","Carbon Medical Service Association, Inc.","331 E Hwy 123, Sunnyside, UT 84539","UT","(435) 888-4411","All Other Clinic Types",NA,0,-110.39328496,39.54970033
"FQHC","Community Health Care Center Mobile Dental","1 Church Street, Belt, MT 59412-7532","MT","(406) 403-2776","School",NA,0,-110.92743674,47.38934986
"FQHC","Community Health Center of Central Wyoming - Riverton","1035 Rose Ln BLDG, Riverton, WY 82501-2286","WY","(307) 463-7160","All Other Clinic Types",NA,0,-108.41881501,43.03602249
"FQHC","Grand Peaks Behavioral Health-Central Alternative High School","379 S 2nd E, Rexburg, ID 83440-2526","ID","(208) 359-2337","School",NA,0,-111.77804619,43.81785524
"FQHC","Shoshone-Bannock Tribes Tribal Health and Human Services Community Health Center","Navajo Dr, Pocatello, ID 83202","ID","(208) 478-3995","All Other Clinic Types",NA,0,-112.43195896,43.02832182
"FQHC","Community Health Care Center SBHC Giant Springs","520 32nd St N, Great Falls, MT 59401-2127","MT","(406) 454-6973","School",NA,0,-111.25265006,47.51123384
"FQHC","Greater Valley Health Center - Columbia Falls Pharmacy","500 12th Ave W STE 1A, Columbia Falls, MT 59912-3850","MT","(406) 607-4900","All Other Clinic Types",NA,0,-114.19801027,48.37339506
"FQHC","Full Circle Health - Nampa North","9850 W St Luke&#39;s Drive  # 329, Nampa, ID 83687-7912","ID","(208) 514-2509","Hospital",NA,0,-116.59065697,43.61663001
"FQHC","FAMILY HEALTH SERVICES - STRICKER ELEMENTARY SCHOOL","900 Polk St W, Kimberly, ID 83341","ID","(208) 423-4170 ext. 4035","School",NA,0,-114.37370749,42.5410168
"FQHC","FAMILY HEALTH SERVICES - TWIN FALLS 388 MEDICAL CLINIC","388 Martin St, Twin Falls, ID 83301-4544","ID","(208) 734-0451","All Other Clinic Types",NA,0,-114.49232554,42.56900271
"FQHC","University of Wyoming Family Medicine Residency Cheyenne","821 E 18th St, Cheyenne, WY 82001-4775","WY","(307) 777-7911","All Other Clinic Types",NA,0,-104.80685596,41.1380476
"FQHC","One Health - St. Labre","1000 Tongue River Rd, Lame Deer, MT 59043","MT","(406) 784-6721","School",NA,0,-106.2809403,45.60425615
"FQHC","Albany Community Health Clinic","2710 Harney St STE 202-204, Laramie, WY 82072-3038","WY","(307) 766-3313","All Other Clinic Types",NA,0,-105.56149639,41.32072678
"FQHC","Terry Reilly Nampa Clinic 3","207 16th Ave N, Nampa, ID 83687-4058","ID","(208) 467-7654","All Other Clinic Types",NA,0,-116.55229459,43.57908219
"FQHC","Nevada Health Centers - Bower School Based at Basic Academy","400 Palo Verde Dr, Henderson, NV 89015-6028","NV","(702) 636-5400","School",NA,0,-114.96312246,36.034407
"FQHC","FAMILY HEALTH SERVICES - KIMBERLY MIDDLE SCHOOL","525 Center St W, Kimberly, ID 83341","ID","(208) 423-4170 ext. 3207","School",NA,0,-114.37025679,42.53363484
"FQHC","Community Health Care Center Inc","601 1st Avenue North, Great Falls, MT 59401-2510","MT","(406) 454-6973","All Other Clinic Types",NA,0,-111.29676553,47.5064277
"FQHC","Glacier Dental Clinic","505 E Main St, Cut Bank, MT 59427-3015","MT","(406) 873-5222","All Other Clinic Types",NA,0,-112.32595058,48.63304215
"FQHC","UNHS Mobile Mammography Unit","State Rte-162, Montezuma Creek, UT 84534","UT","(435) 678-0601","All Other Clinic Types",NA,0,-109.33218799,37.273597
"FQHC","PHC - Franklin School - Behavioral Health","1910 South 11th Street West, Missoula, MT 59801-4880","MT","(406) 830-8231","School",NA,0,-114.02721399,46.85999538
"FQHC","One Health - Hardin Clinic","16 N Miles Ave STE 101, Hardin, MT 59034-2356","MT","(406) 665-4103","All Other Clinic Types",NA,0,-107.61736492,45.7291082
"FQHC","One Health - Wyola School","1 S Mondell Ave BLDG 1, Wyola, MT 59089-7750","MT","(406) 665-4103","School",NA,0,-107.3958723,45.12964647
"FQHC","St Vincent DePaul - Crane Bldg","3005 1st Avenue South, Billings, MT 59101-4020","MT","(406) 247-3200","All Other Clinic Types",NA,0,-108.50629736,45.7781314
"FQHC","Kootenai Elementary School","301 Sprague St, Kootenai, ID 83840-0280","ID","(208) 255-4076","School",NA,0,-116.51668751,48.31163099
"FQHC","Grand Peaks Parking","306 E 1st N, Saint Anthony, ID 83445-1602","ID","(208) 624-4100","Unknown",NA,0,-111.6781754,43.96734971
"FQHC","OQUIRRH VIEW COMMUNITY HEALTH CENTER","4745 S 3200 W, Salt Lake City, UT 84129-2822","UT","(801) 964-6214","All Other Clinic Types",NA,0,-111.96743253,40.66664999
"FQHC","Community Health Alliance Wells Avenue Medical/Dental Center","1055 S Wells Ave, Reno, NV 89502-2550","NV","(775) 329-6300","All Other Clinic Types",NA,0,-119.80320358,39.51571599
"FQHC","One Health - Hardin High School","721 North Miles Avenue, Hardin, MT 59034-1621","MT","(406) 665-9300","School",NA,0,-107.61707441,45.73560598
"FQHC","Butte Silver Bow Health Department Mobile Clinic","25 W Front St, Butte, MT 59701-2801","MT","(406) 723-4075","All Other Clinic Types",NA,0,-112.53543695,45.99818017
"FQHC","Kennedy Elementary Room #206","1101 N Emmett Ave, Butte, MT 59701-8514","MT","(406) 533-2450","School",NA,0,-112.55291282,46.02058615
"FQHC","One Health - Community Partners","1695 Tschache Ln, Bozeman, MT 59715-7965","MT","(406) 585-1360","All Other Clinic Types",NA,0,-111.05668407,45.69667465
"FQHC","MISSOULA CITY-COUNTY HEALTH DEPT (PARTNERSHIP HEALTH CENTER)","323 W Alder St, Missoula, MT 59802-4123","MT","(406) 258-4789","All Other Clinic Types",NA,0,-113.99590272,46.87608863
"FQHC","Benewah Medical Center dba Marimn Health Wellness Center","1100 A St, Plummer, ID 83851","ID","(208) 686-1931","All Other Clinic Types",NA,0,-116.88916287,47.33726205
"FQHC","Tri-State Community Healthcare Center","2311 S Casino Dr STE A-3, Laughlin, NV 89029-1535","NV","(702) 508-0308","All Other Clinic Types",NA,0,-114.57472284,35.1551902
"FQHC","Eastern Family Medical and Dental Center","2212 S Eastern Ave, Las Vegas, NV 89104-4124","NV","(800) 787-2568","All Other Clinic Types",NA,0,-115.11888731,36.14656399
"FQHC","RURAL MOBILE CLINIC BONNER CNTY","6615 Comanche St, Bonners Ferry, ID 83805-7523","ID","(208) 263-7101","All Other Clinic Types",NA,0,-116.31974682,48.70133262
"FQHC","FAMILY HEALTH SERVICES - BICKEL ELEMENTARY SCHOOL","607 2nd Ave E, Twin Falls, ID 83301-7128","ID","(208) 734-1281","School",NA,0,-114.46222755,42.55154082
"FQHC","Change Point","445 Ralston St, Reno, NV 89503-4432","NV","(775) 348-2882","All Other Clinic Types",NA,0,-119.82105853,39.52929787
"FQHC","JEFFERSON ELEMENTARY SCHOOL","1455 Gwen Dr RM 31, Pocatello, ID 83204-4860","ID","(208) 425-2489","School",NA,0,-112.47125422,42.86219962
"FQHC","HEALTH WEST - EVANSTON CHC","75 Yellow Creek Rd, Ste 102, Evanston, WY 82930-5205","WY","(307) 789-8290","All Other Clinic Types",NA,0,-110.96828025,41.25513667
"FQHC","HEALTH WEST - PRESTON CHC","655 S 4th E STE 600, Preston, ID 83263-1624","ID","(208) 852-3200","All Other Clinic Types",NA,0,-111.86680053,42.08374817
"FQHC","Coeur Center","43935 S Highway 95, Worley, ID 83876","ID","(208) 686-1931","All Other Clinic Types",NA,0,-116.91112146,47.39880753
"FQHC","Family Healthcare Mobile Unit 1","2276 E Riverside Dr, Saint George, UT 84790-2636","UT","(801) 986-2565","All Other Clinic Types",NA,0,-113.53340229,37.10239059
"FQHC","Ag Worker Health & Services","212 E 6th St, Powell, WY 82435-1909","WY","(307) 754-6350","All Other Clinic Types",NA,0,-108.75690149,44.75949158
"FQHC","Outreach/Enabling and Administration Building","205 N Berkley St, Council, ID 83612-5015","ID","(208) 253-4242","All Other Clinic Types",NA,0,-116.43040571,44.73175158
"FQHC","TENDOY ELEMENTARY SCHOOL","957 E Alameda Rd, Pocatello, ID 83201-3041","ID","(208) 425-2489","School",NA,0,-112.44058442,42.89135546
"FQHC","Terry Reilly - Vista","2717 S Vista Ave, Boise, ID 83705-7352","ID","(208) 466-7869","All Other Clinic Types",NA,0,-116.21367752,43.577611
"FQHC","FAMILY HEALTH SERVICES - ADMINISTRATION","794 Eastland Dr, Twin Falls, ID 83301-6856","ID","(208) 734-3312 ext. 213","All Other Clinic Types",NA,0,-114.44057685,42.55791492
"FQHC","Community Health Centers, Inc - Central City","610 S 200 E STE B, Salt Lake City, UT 84111-3802","UT","(801) 964-6214","All Other Clinic Types",NA,0,-111.88537638,40.75586471
"FQHC","Community Health Care Center SBHC Belt","1 Church Street, Belt, MT 59412-7532","MT","(406) 454-6973","School",NA,0,-110.92743674,47.38934986
"FQHC","Greater Valley Health Center - Downtown","1035 1st Ave W STE 310, Kalispell, MT 59901-5607","MT","(406) 607-4900","All Other Clinic Types",NA,0,-114.31146628,48.1880221
"FQHC","Benewah Medical Center","12th St, Plummer, ID 83851","ID","(208) 686-1931","All Other Clinic Types",NA,0,-116.89140978,47.33566251
"FQHC","Sun Valley Health Center (New)","5055 Sun Valley Blvd STE 100, Sun Valley, NV 89433-8296","NV","(775) 329-6300","All Other Clinic Types",NA,0,-119.78091007,39.57561592
"FQHC","Monument Valley Health Center- Satellite","30 W Medical Dr, Monument Valley, UT 84536-7705","UT","(435) 727-3000","All Other Clinic Types",NA,0,-110.17810935,36.99940718
"FQHC","Community Health Alliance Neil Road Health Center","3915 Neil Rd, Reno, NV 89502-6808","NV","(775) 329-6300","All Other Clinic Types",NA,0,-119.78034814,39.48868695
"FQHC","Family Healthcare Zion Canyon Clinic","120 Lion Blvd, Springdale, UT 84767-7724","UT","(801) 986-2565","All Other Clinic Types",NA,0,-112.9979348,37.19479177
"FQHC","Partnership Health Center at the Missoula Food Bank and Community Center","1720 Wyoming St STE 201, Missoula, MT 59801-1526","MT","(406) 258-4789","All Other Clinic Types",NA,0,-114.02337273,46.87195325
"FQHC","Greater Valley Health Center - East Evergreen Elementary","585 E Evergreen Dr RM E145, Kalispell, MT 59901-2416","MT","(406) 607-4900","School",NA,0,-114.25381048,48.22593227
"FQHC","Paiute Indian Tribe of Utah","440 N Paiute Dr, Cedar City, UT 84721-6181","UT","(435) 586-1112","Unknown",NA,0,-113.05901381,37.68499053
"FQHC","Greater Valley Health Center - Flathead High School","644 4th Avenue West, Kalispell, MT 59901-5299","MT","(406) 607-4900","School",NA,0,-114.31686867,48.19141149
"FQHC","CCI  -  Idaho Falls Dental Clinic","3387 Merlin Dr, Idaho Falls, ID 83404-7405","ID","(208) 528-7655","All Other Clinic Types",NA,0,-112.00003461,43.46753578
"FQHC","Heritage Health Family Support Services North","6795 N Mineral Dr, Coeur D Alene, ID 83815-8700","ID","(208) 620-5200","All Other Clinic Types",NA,0,-116.79502998,47.73444991
"FQHC","FAMILY HEALTH SERVICES - BRIDGE ACADEMY","616 Eastland Dr, Twin Falls, ID 83301-6846","ID","(208) 734-1281","School",NA,0,-114.44055547,42.5561199
"FQHC","Heritage Health SBHC - Lakeland School District Office","Washington St, Rathdrum, ID 83858-8385","ID","(208) 292-0252","School",NA,0,-116.88731862,47.81141852
"FQHC","Emma Park Neighborhood Center","25 W Silver St, Butte, MT 59701-2024","MT","(406) 723-4075","All Other Clinic Types",NA,0,-112.53629578,46.01029478
"FQHC","Northside Elementary School","7881 Colburn Culver Rd, Sandpoint, ID 83864-4714","ID","(208) 263-2734","School",NA,0,-116.43988983,48.36465345
"FQHC","HEALTH WEST - LAVA CHC","85 S 5th W, Lava Hot Springs, ID 83246-1603","ID","(208) 776-5202","All Other Clinic Types",NA,0,-112.01877026,42.6186432
"FQHC","Allumbaugh House","400 N Allumbaugh St, Boise, ID 83704-9209","ID","(208) 921-4821","All Other Clinic Types",NA,0,-116.26619173,43.60789661
"FQHC","Marias Healthcare Services - Conrad","1 4th Ave SE, Conrad, MT 59425-2323","MT","(406) 271-2007","All Other Clinic Types",NA,0,-111.9466061,48.16897188
"FQHC","Mountainlands Family Health Center Vernal Dental Clinic","133 S 500 E, Vernal, UT 84078-2728","UT","(435) 247-1177","All Other Clinic Types",NA,0,-109.51893394,40.45395156
"FQHC","DUBOIS MEDICAL CLINIC","5647 US Highway 26, Dubois, WY 82513-9607","WY","(307) 455-2516","All Other Clinic Types",NA,0,-109.61654665,43.52658008
"FQHC","Heritage Health Restored Paths","2205 N Ironwood Pl, Coeur D Alene, ID 83814-2610","ID","(208) 664-8347","All Other Clinic Types",NA,0,-116.79847578,47.69675432
"FQHC","Mobile Dental Unit","3450 Duck Creek Road, Billings, MT 59101-6170","MT","(800) 813-4492","All Other Clinic Types",NA,0,-108.63903351,45.70652937
"FQHC","One Health - Hardin Annex","310 N Center Ave, Hardin, MT 59034-1910","MT","(406) 665-4103","Unknown",NA,0,-107.60617567,45.73171359
"FQHC","Heritage Health - 7830 Meadowlark","7830 N Meadowlark Way, Ste A, Coeur D Alene, ID 83815-8933","ID","(208) 620-5200","All Other Clinic Types",NA,0,-116.79076795,47.74314605
"FQHC","FAMILY HEALTH SERVICES - SHOSHONE MEDICAL","113 S Apple St, Shoshone, ID 83352-5287","ID","(208) 886-2224","All Other Clinic Types",NA,0,-114.40832697,42.93539854
"FQHC","Valley Family Health Care - Emmett Medical Clinic","207 E 12th St, Emmett, ID 83617-3626","ID","(208) 365-1065","All Other Clinic Types",NA,0,-116.49797256,43.86460183
"FQHC","Orchard School-Based Health Center","120 Jackson St, Billings, MT 59101-5251","MT","(406) 247-3200","School",NA,0,-108.51507413,45.7678595
"FQHC","Community Health Alliance Mobile  Dental Restorative Van","680 S Rock Blvd, Reno, NV 89502-4113","NV","(775) 329-6300","All Other Clinic Types",NA,0,-119.76227911,39.50200257
"FQHC","One Health - West Yellowstone","440 Yellowstone Avenue, West Yellowstone, MT 59758-9507","MT","(406) 282-0450","All Other Clinic Types",NA,0,-111.10796332,44.65873443
"FQHC","DESERT SAGE HEALTH CENTERS","350 Main St, Grand View, ID 83624-7739","ID","(208) 834-2929","All Other Clinic Types",NA,0,-116.09518565,42.98851638
"FQHC","Boise Trauma and Resilience Center","6855 W Fairview Ave, Boise, ID 83704-8046","ID","(208) 323-3502","All Other Clinic Types",NA,0,-116.26718457,43.61917819
"FQHC","Heritage Health Rathdrum","16760 N Highway 41, Rathdrum, ID 83858-8715","ID","(208) 687-5627","All Other Clinic Types",NA,0,-116.88043411,47.82197203
"FQHC","Heritage Health- Twin Lakes Elementary SBHC","5326 W Rice Rd, Rathdrum, ID 83858-4914","ID","(208) 620-5250","School",NA,0,-116.85861401,47.85833398
"FQHC","Freight House West","306 Railroad St W STE 107, Missoula, MT 59802-4174","MT","(406) 258-4552","Unknown",NA,0,-113.99536326,46.87698235
"FQHC","West Elementary","1000 W Steel St, Butte, MT 59701-2299","MT","(406) 496-6016","School",NA,0,-112.55075958,46.00619039
"FQHC","Blacktail Dental Clinic","122 E Glendale St, Dillon, MT 59725","MT","(406) 683-4440","All Other Clinic Types",NA,0,-112.63705154,45.21608583
"FQHC","Price Clinic","92 N 400 E, Price, UT 84501-2509","UT","(435) 637-6338","All Other Clinic Types",NA,0,-110.80354048,39.60079088
"FQHC","Southside Elementary School","1 Southside School Rd, Cocolalla, ID 83813-9745","ID","(208) 263-3020","School",NA,0,-116.61756013,48.10744695
"FQHC","Mid-Valley Health Clinic","8446 S Harrison St, Midvale, UT 84047-3501","UT","(801) 417-0131","All Other Clinic Types",NA,0,-111.90043807,40.59802165
"FQHC","AUSTIN MEDICAL CLINIC","121 Main St, Austin, NV 89310-9995","NV","(775) 964-2222","All Other Clinic Types",NA,0,-117.07026284,39.4919807
"FQHC","Las Vegas Administration Office","1799 Mount Mariah Dr, Las Vegas, NV 89106-1501","NV","(702) 307-5414","Unknown",NA,0,-115.1639547,36.19348073
"FQHC","FirstMed Shadow Lane","400 Shadow Ln, Las Vegas, NV 89106-4363","NV","(702) 377-1000","All Other Clinic Types",NA,0,-115.16547753,36.16697598
"FQHC","Martin Luther King Health Center","1799 Mount Mariah Dr, Las Vegas, NV 89106-1501","NV","(800) 787-2568","All Other Clinic Types",NA,0,-115.1639547,36.19348073
"FQHC","SANE SOLUTIONS- ADA","408 N Allumbaugh St, Boise, ID 83704-9209","ID","(208) 323-9600","All Other Clinic Types",NA,0,-116.26624513,43.60846038
"FQHC","Heritage Health - Garwood Elementary SBHC","17506 N Ramsey Rd, Rathdrum, ID 83858-8255","ID","(208) 620-5250","School",NA,0,-116.80805252,47.831099
"FQHC","DESERT SAGE HEALTH CENTERS","486 W 1st Ave, Glenns Ferry, ID 83623-2701","ID","(208) 366-7416","All Other Clinic Types",NA,0,-115.30550049,42.95380688
"FQHC","Kaniksu Community Health, Bonners Ferry","6615 Comanche St, Bonners Ferry, ID 83805-7523","ID","(208) 267-1718","All Other Clinic Types",NA,0,-116.31974682,48.70133262
"FQHC","Montezuma Creek Community Health Center","State Rte-162, Montezuma Creek, UT 84534","UT","(435) 651-3700","All Other Clinic Types",NA,0,-109.33218799,37.273597
"FQHC","One Health - Ashland","501 Main Street, Ashland, MT 59003-7701","MT","(406) 748-3622","All Other Clinic Types",NA,0,-106.26739664,45.59163233
"FQHC","FourPoints Health - Kanosh Clinic","157 N Reservation Rd, Fillmore, UT 84631","UT","(435) 759-2610","All Other Clinic Types",NA,0,-112.40496598,38.82115712
"FQHC","Grand Peaks Behavioral Health-Hibbard Elementary","2413 N 3000 W, Rexburg, ID 83440-3127","ID","(208) 359-3333","School",NA,0,-111.8380721,43.8606721
"FQHC","Hope Christian Health Center","4357 Corporate Center Dr STE 450, North Las Vegas, NV 89030-0226","NV","(702) 644-4673","All Other Clinic Types",NA,0,-115.0998476,36.23795856
"FQHC","One Health - Powell Viral","126 N Bent St, Powell, WY 82435-2712","WY","(307) 764-4107","All Other Clinic Types",NA,0,-108.75759302,44.75357152
"FQHC","CHP - Gallatin High School","4455 Annie Street, Bozeman, MT 59718-5705","MT","(406) 522-6200","School",NA,0,-111.10148042,45.68966163
"FQHC","Northern Nevada HIV Outpatient Program Education and Services","580 W 5th St, Reno, NV 89503-4407","NV","(775) 786-4673","All Other Clinic Types",NA,0,-119.82179841,39.52984608
"FQHC","PureView Learning Center","940 North Roberts Street, Helena, MT 59601-7930","MT","(406) 422-8774","All Other Clinic Types",NA,0,-112.01718323,46.59354096
"FQHC","One Health - Miles City Dental","2811 Comstock St, Miles City, MT 59301-5754","MT","(406) 874-8730","All Other Clinic Types",NA,0,-105.82453962,46.40100542
"FQHC","HEALTH WEST - PROVIDENCE CHC","517 W 100 N STE 110, Providence, UT 84332-9826","UT","(435) 755-6075","All Other Clinic Types",NA,0,-111.83056032,41.71016194
"FQHC","Heritage Health - Lakeland Senior High School - Room 10","7006 W Highway 53, Rathdrum, ID 83858","ID","(208) 620-5250","School",NA,0,-116.8803565,47.81684599
"FQHC","Melba Elementary, Jr and Sr High School","521 Carrie Rex Ave, Melba, ID 83641-5198","ID","(208) 495-1011","School",NA,0,-116.53028924,43.37772142
"FQHC","Challis Area Health Center","611 Clinic Rd, Challis, ID 83226-4824","ID","(208) 879-4351","All Other Clinic Types",NA,0,-114.22459976,44.51168509
"FQHC","Healthcare For the Homeless","2424 1st Ave N, Billings, MT 59101-2317","MT","(406) 671-9731","All Other Clinic Types",NA,0,-108.50155018,45.78395623
"FQHC","GREENACRES ELEMENTARY SCHOOL","1250 E Oak St, Pocatello, ID 83201-3940","ID","(208) 425-2489","School",NA,0,-112.43702815,42.87697483
"FQHC","Partnership Health Center Creamery Building","401 Railroad St W, Missoula, MT 59802-4178","MT","(406) 258-4789","All Other Clinic Types",NA,0,-113.99636213,46.87716038
"FQHC","Medicine Crow Middle School - School-based Health Center","900 Barrett Rd, Billings, MT 59105-4179","MT","(406) 247-3210","School",NA,0,-108.46326358,45.83459814
"FQHC","Dirne Community Health Center/Heritage Health Suite A and B","1090 W Park Pl, Coeur D Alene, ID 83814-2785","ID","(208) 215-2005","All Other Clinic Types",NA,0,-116.800225,47.6948756
"FQHC","WCHC Administration Building","357 W 100 S BLDG, Bicknell, UT 84715-7762","UT","(435) 425-3744","Unknown",NA,0,-111.55075527,38.34207619
"FQHC","Kaniksu CCBHC","1033 Baldy Mountain Rd, Sandpoint, ID 83864-9202","ID","(208) 263-7101","All Other Clinic Types",NA,0,-116.56342659,48.28750255
"FQHC","HEALTH WEST - MONTPELIER CHC","152 S 4th St, Montpelier, ID 83254-1538","ID","(208) 847-2108","All Other Clinic Types",NA,0,-111.29780262,42.31635091
"FQHC","HEALTH WEST - CHUBBUCK CHC","880 W Quinn Rd, Chubbuck, ID 83202-2454","ID","(208) 238-2000","All Other Clinic Types",NA,0,-112.46854201,42.90574752
"FQHC","Sandpoint Middle School","310 S Division Ave, Sandpoint, ID 83864-1768","ID","(208) 265-4169","School",NA,0,-116.56792751,48.27009301
"FQHC","Northwest Community Health Center - LIBBY MIDDLE HIGH SCHOOL","150 Education Way, Libby, MT 59923-2816","MT","(406) 283-6900","School",NA,0,-115.57029336,48.39407192
"FQHC","FAMILY HEALTH SERVICES - RUPERT MEDICAL & DENTAL CLINIC","402 6th St, Rupert, ID 83350-1619","ID","(208) 650-7941","All Other Clinic Types",NA,0,-113.67261699,42.61755669
"FQHC","One Health - Sheridan","201 E 5th St, Sheridan, WY 82801-3658","WY","(406) 665-4103","All Other Clinic Types",NA,0,-106.95311838,44.80685213
"FQHC","Family Health Services - Shoshone School","61 E Highway 24, Shoshone, ID 83352","ID","(208) 886-2381","School",NA,0,-114.40135414,42.92653358
"FQHC","Heritage Health- Timberlake Junior High SBHC","5830 W Blackwell Blvd, Spirit Lake, ID 83869-0138","ID","(208) 620-5250","School",NA,0,-116.86353192,47.95734626
"FQHC","Heritage Health - John Brown Elementary SBHC","15574 N Washington St RM 7, Rathdrum, ID 83858-8317","ID","(208) 620-5250","School",NA,0,-116.88923192,47.81443406
"FQHC","Complex Care Center (CCC)","330 Crampton St, Reno, NV 89502-2480","NV","(775) 329-6300","All Other Clinic Types",NA,0,-119.80409164,39.51630964
"FQHC","Sparks Health Center","2244 Oddie Blvd, Sparks, NV 89431-7574","NV","(775) 329-6300","All Other Clinic Types",NA,0,-119.77279722,39.54556336
"FQHC","One Health - Colstrip","6230 Main Street, Colstrip, MT 59323-9520","MT","(406) 784-2346","All Other Clinic Types",NA,0,-106.63456348,45.88475264
"FQHC","Full Circle Health - Raymond","777 N Raymond St, Boise, ID 83704-9251","ID","(208) 514-2500","All Other Clinic Types",NA,0,-116.26367951,43.61148642
"FQHC","MOBILE DENTAL UNIT","794 Eastland Dr, Twin Falls, ID 83301-6856","ID","(208) 734-3312","All Other Clinic Types",NA,0,-114.44057685,42.55791492
"FQHC","Mobile Dental Services 1","762 14th St, Elko, NV 89801-3413","NV","(775) 738-5850","All Other Clinic Types",NA,0,-115.75794129,40.84167142
"FQHC","Grand Peaks Behavioral Health-Lincoln Elementary","358 E 2nd S, Rexburg, ID 83440-2212","ID","(208) 359-3330","School",NA,0,-111.77339784,43.8218467
"FQHC","Greater Valley Health Center - Kalispell Middle School","205 Northwest Ln, Kalispell, MT 59901-3059","MT","(406) 607-4900","School",NA,0,-114.33292982,48.21597022
"FQHC","One Health - Lovell","229 E Main St, Lovell, WY 82431-2101","WY","(307) 764-4107","All Other Clinic Types",NA,0,-108.38867679,44.83760198
"FQHC","Valley Family Health Care - New Plymouth Medical Clinic","300 N Plymouth Ave, New Plymouth, ID 83655-5525","ID","(208) 278-3335","All Other Clinic Types",NA,0,-116.81971435,43.97310028
"FQHC","PureView Health Center","1930 9th Avenue, Helena, MT 59601-9753","MT","(406) 443-2584","All Other Clinic Types",NA,0,-112.0058861,46.58921255
"FQHC","Grand Peaks Administration","322 E 1st N, Saint Anthony, ID 83445-1602","ID","(208) 624-4100","All Other Clinic Types",NA,0,-111.67803039,43.96735126
"FQHC","Early Childhood Learning Center (ECLC)","350 Annie Antelope Ave, Plummer, ID 83851-5000","ID","(208) 686-1931","School",NA,0,-116.89164734,47.34054305
"FQHC","NEW HORIZON HIGH SCHOOL","955 W Alameda Rd, Pocatello, ID 83201-6145","ID","(208) 425-2489","School",NA,0,-112.47006056,42.89133253
"FQHC","ENTERPRISE VALLEY MED CLINIC, INC.","223 S 200 E, Enterprise, UT 84725","UT","(435) 878-2281","All Other Clinic Types",NA,0,-113.71667353,37.56986681
"FQHC","Heritage Health - PEAK","927 E Polston Ave STE 101, Post Falls, ID 83854-9812","ID","(208) 620-5200","All Other Clinic Types",NA,0,-116.93512167,47.71457793
"FQHC","Community Health Care Center - Mobile Unit","19 1st St NE, Choteau, MT 59422-9275","MT","(406) 454-6973","All Other Clinic Types",NA,0,-112.18310627,47.8124895
"FQHC","Grand Peaks Behavioral Health-Kennedy Elementary","60 S 5th W, Rexburg, ID 83440-1802","ID","(208) 359-3325","School",NA,0,-111.79812219,43.82449367
"FQHC","Full Circle Health - Kuna","708 E Wythe Creek Ct STE 103, Kuna, ID 83634-5005","ID","(208) 922-5130","All Other Clinic Types",NA,0,-116.40508498,43.48773746
"FQHC","Community Health Alliance North Valleys Health Center","280 Vista Knoll Pkwy STE 107, Reno, NV 89506-5649","NV","(775) 329-6300","All Other Clinic Types",NA,0,-119.8546807,39.61720353
"FQHC","Community Health Care Center, MSDB, School for Deaf and Blind","3911 Central Avenue, Great Falls, MT 59405-1697","MT","(406) 454-6973","School",NA,0,-111.23934002,47.50548205
"FQHC","Marias Healthcare SHS SBSE","901 Valley St, Shelby, MT 59474-1542","MT","(406) 434-3100","School",NA,0,-111.8619617,48.51498301
"FQHC","Seeley Lake","3050 Mt Highway 83 N, Seeley Lake, MT 59868-8620","MT","(406) 258-4191","All Other Clinic Types",NA,0,-113.47569264,47.16402176
"FQHC","Heritage Health Homeless Program","109 E Harrison Ave, Coeur D Alene, ID 83814-3238","ID","(208) 215-1009","All Other Clinic Types",NA,0,-116.78548207,47.68628033
"FQHC","Plummer-Worley Joint School District #44","1345 E St, Plummer, ID 83851-6002","ID","(208) 686-2108","School",NA,0,-116.8937166,47.33302271
"FQHC","TERRY REILLY HEALTH SERVICES","211 16th Ave N, Nampa, ID 83687-4058","ID","(208) 467-4431 ext. 255","All Other Clinic Types",NA,0,-116.55191371,43.57883953
"FQHC","Heritage Health Pinehurst Elementary","201 S 3rd St, Pinehurst, ID 83850-0012","ID","(208) 292-0292","School",NA,0,-116.23868804,47.53710937
"FQHC","ELKO FAMILY MEDICAL & DENTAL CTR","762 14th St, Elko, NV 89801-3413","NV","(800) 787-2568","All Other Clinic Types",NA,0,-115.75794129,40.84167142
"HPSA Correctional Facility","Idaho State Correctional Institution (ISCI)","13500 S Pleasant Valley Rd, Kuna, ID 83634","ID",NA,"",NA,0,-116.22032403,43.47762801
"HPSA Correctional Facility","Pocatello Women's Correctional Center","1451 Fore Rd, Pocatello, ID 83204","ID",NA,"",NA,0,-112.4462486,42.84452517
"HPSA Correctional Facility","Central Utah Correctional Facility","255 E 300 N, Gunnison, UT 84634","UT",NA,"",NA,0,-111.81155665,39.16003315
"HPSA Correctional Facility","Utah State Correctional Facility","","UT",NA,"",NA,0,-112.08286,40.77775
